firm_id,date,sales_t
LTAB-25,2016-11-25,6431
LTAB-25,2016-12-04,NA
LTAB-25,2017-01-04,9472
 LTAB-25 ,2017-02-13,9564
LTAB-25,2017-03-11,8467
LTAB-25,2017-04-10,10770
LTAB-25,2017-05-06,7730
LTAB-25,2017-06-27,7669
LTAB-25,2017-07-18,8609
LTAB-25,2017-08-12,9345
LTAB-25,2017-09-17,10423
LTAB-25,2017-10-13,8554
LTAB-25,2017-11-28,9172
LTAB-25,2017-12-12,9437
LTAB-25,2018-01-30,6674
LTAB-25,2018-02-26,7855
LTAB-2500,2018-03-05,8617
LTAB-25,2018-04-29,10926
LTAB-25,2018-05-30,12273
LTAB-25,2018-06-01,11020
LTAB-25,2018-07-08,10102
LTAB-25,2018-08-29,9151
LTAB-25,2018-09-21,8712
LTAB-25,2018-10-30,9753
LTAB-25,2018-11-21,11246
  LTAB-25  ,2018-12-07,9050
LTAB-25,2019-01-08,8628
LTAB-25,2019-02-16,9906
LTAB-25,2019-03-24,8376
LTAB-25,2019-04-09,10243
  LTAB-25  ,2019-05-13,7530
LTAB-25,2019-06-17,11865
LTAB-25,2019-07-27,10422
LTAB-25,2019-08-17,10450
LTAB-25,2019-09-12,7912
LTAB-25,2019-10-02,8447
LTAB-25,2019-11-26,7973
LTAB-25,2019-12-28,11805
LVBX-86,2010-01-26,NA
LVBX-86,2010-02-18,17212
LVBX-86,2010-03-06,15590
LVBX-86,2010-04-10,18459
LVBX-86,2010-05-02,15194
LVBX-86,2010-06-28,14682
LVBX-86,2010-07-19,14119
LVBX-86,2010-08-12,15212
LVBX-86,2010-09-24,NA
LVBX-86,2010-10-19,12495
LVBX-8600,2010-11-21,12362
LVBX-86,2010-12-08,12903
LVBX-86,2011-01-29,12713
LVBX-86,2011-02-14,14877
LVBX-86,2011-03-27,15533
LVBX-86,2011-04-03,14000
LVBX-86,2011-05-18,14010
LVBX-86,2011-06-14,10123
LVBX-86,2011-07-08,9740
LVBX-86,2011-08-10,9440
LVBX-86,2011-09-11,11728
LVBX-86,2011-10-04,13174
LVBX-86,2011-11-15,12326
 LVBX-86 ,2011-12-05,11876
LVBX-86,2012-01-17,9700
LVBX-86,2012-02-20,12255
LVBX-86,2012-03-08,15411
LVBX-86,2012-04-06,15825
LVBX-86,2012-05-27,14039
LVBX-86,2012-06-23,12014
LVBX-86,2012-07-30,13821
LVBX-86,2012-08-11,14329
LVBX-86,2012-09-02,10622
LVBX-86,2012-10-15,15405
LVBX-86,2012-11-06,12910
 LVBX-86 ,2012-12-04,13111
  LVBX-8600  ,2013-01-23,16484
LVBX-8600,2013-02-19,12295
LVBX-86,2013-03-07,15876
LVBX-86,2013-04-05,12380
LVBX-86,2013-05-13,15644
 LVBX-86 ,2013-06-12,14652
LVBX-86,2013-07-30,9830
LVBX-86,2013-08-22,11270
LVBX-86,2013-09-29,9740
LVBX-86,2013-10-08,11938
LVBX-86,2013-11-03,9971
LVBX-86,2013-12-28,10807
LVBX-86,2014-01-13,11808
LVBX-86,2014-02-22,11325
LVBX-86,2014-03-30,10229
LVBX-86,2014-04-17,10635
LVBX-86,2014-05-18,15104
LVBX-86,2014-06-16,12623
  LVBX-86  ,2014-07-27,12340
LVBX-86,2014-08-01,11994
 LVBX-86 ,2014-09-04,10576
LVBX-86,2014-10-22,11722
LVBX-86,2014-11-25,15958
LVBX-86,2014-12-02,12462
LVBX-86,2015-01-09,10334
LVBX-86,2015-02-23,13640
LVBX-86,2015-03-03,13108
LVBX-86,2015-04-02,11200
LVBX-86,2015-05-20,10512
LVBX-86,2015-06-09,13114
LVBX-86,2015-07-05,12384
LVBX-86,2015-08-24,12658
LVBX-86,2015-09-17,13108
 LVBX-86 ,2015-10-12,8613
LVBX-86,2015-11-25,11739
LVBX-86,2015-12-17,11159
LVBX-86,2016-01-02,12219
LVBX-86,2016-02-22,16711
LVBX-86,2016-03-01,15960
LVBX-86,2016-04-12,17274
LVBX-86,2016-05-04,12996
  LVBX-86  ,2016-06-24,12787
 LVBX-8600 ,2016-07-18,13855
LVBX-86,2016-08-15,11797
LVBX-86,2016-09-04,16545
  LVBX-86  ,2016-10-02,12100
LVBX-86,2016-11-18,12722
LVBX-86,2016-12-05,12318
LVBX-86,2017-01-12,10810
LVBX-86,2017-02-18,14408
LVBX-86,2017-03-15,11480
LVBX-86,2017-04-25,12279
LVBX-8600,2017-05-01,15439
LVBX-86,2017-06-10,13080
LVBX-86,2017-07-13,12785
 LVBX-86 ,2017-08-19,12796
LVBX-86,2017-09-07,NA
LVBX-86,2017-10-14,16894
LVBX-86,2017-11-27,16109
LVBX-86,2017-12-23,12504
LVBX-86,2018-01-27,13027
LVBX-86,2018-02-25,19223
LVBX-8600,2018-03-21,12326
LVBX-86,2018-04-12,14281
LVBX-86,2018-05-15,13784
LVBX-86,2018-06-07,13085
 LVBX-86 ,2018-07-23,19418
LVBX-86,2018-08-11,17069
LVBX-86,2018-09-04,17169
LVBX-86,2018-10-18,18265
LVBX-86,2018-11-10,13822
LVBX-86,2018-12-05,13595
LVBX-86,2019-01-08,15720
LVBX-86,2019-02-24,12150
 LVBX-86 ,2019-03-14,14803
LVBX-86,2019-04-27,15838
LVBX-86,2019-05-02,10599
LVBX-86,2019-06-04,15982
LVBX-86,2019-07-16,14835
LVBX-86,2019-08-22,14361
LVBX-86,2019-09-08,14079
 LVBX-86 ,2019-10-06,16227
LVBX-86,2019-11-28,16377
LVBX-86,2019-12-23,15804
LVDK-80,2010-01-22,11818
LVDK-80,2010-02-11,16823
LVDK-80,2010-03-05,12972
LVDK-80,2010-04-15,NA
LVDK-80,2010-05-04,13691
LVDK-80,2010-06-01,13707
LVDK-80,2010-07-18,14773
LVDK-80,2010-08-27,13238
LVDK-80,2010-09-06,16363
LVDK-80,2010-10-18,12977
LVDK-80,2010-11-22,11480
LVDK-80,2010-12-16,13176
LVDK-8000,2011-01-07,16457
LVDK-80,2011-02-22,12349
LVDK-80,2011-03-20,12359
LVDK-80,2011-04-07,16005
LVDK-80,2011-05-25,15770
LVDK-80,2011-06-15,14773
LVDK-80,2011-07-12,13197
LVDK-80,2011-08-15,14207
LVDK-80,2011-09-21,11168
LVDK-8000,2011-10-10,10168
LVDK-8000,2011-11-23,NA
LVDK-80,2011-12-07,13301
LVDK-80,2012-01-12,12946
LVDK-80,2012-02-28,15364
LVDK-80,2012-03-15,10831
LVDK-80,2012-04-11,17149
LVDK-80,2012-05-23,13775
LVDK-80,2012-06-24,12861
LVDK-80,2012-07-15,17482
  LVDK-80  ,2012-08-28,11063
LVDK-80,2012-09-18,13063
LVDK-80,2012-10-28,10544
LVDK-80,2012-11-27,16631
LVDK-80,2012-12-15,17981
LVDK-80,2013-01-03,12937
LVDK-80,2013-02-17,12793
LVDK-80,2013-03-22,13968
LVDK-80,2013-04-17,12326
LVDK-80,2013-05-18,NA
LVDK-80,2013-06-02,13129
LVDK-80,2013-07-17,11064
LVDK-80,2013-08-07,14987
LVDK-80,2013-09-16,10581
LVDK-80,2013-10-19,13882
LVDK-80,2013-11-16,15511
LVDK-80,2013-12-16,11700
LVDK-80,2014-01-05,NA
 LVDK-80 ,2014-02-26,14985
LVDK-80,2014-03-06,12099
LVDK-80,2014-04-22,12435
LVDK-80,2014-05-11,14739
LVDK-80,2014-06-24,12765
  LVDK-80  ,2014-07-28,10053
LVDK-80,2014-08-30,13126
LVDK-80,2014-09-25,13693
LVDK-80,2014-10-04,16170
LVDK-80,2014-11-15,16172
LVDK-80,2014-12-13,13722
LVDK-80,2015-01-10,10440
LVDK-80,2015-02-01,11756
LVDK-80,2015-03-09,13365
 LVDK-80 ,2015-04-03,14741
LVDK-80,2015-05-23,13829
LVDK-80,2015-06-12,14118
LVDK-80,2015-07-09,15710
LVDK-80,2015-08-01,12824
LVDK-80,2015-09-13,13426
LVDK-80,2015-10-22,12118
LVDK-80,2015-11-19,13747
LVDK-8000,2015-12-04,12647
LVDK-80,2016-01-01,15718
LVDK-80,2016-02-19,10574
LVDK-80,2016-03-23,11769
LVDK-80,2016-04-28,12536
LVDK-80,2016-05-20,13159
LVDK-80,2016-06-19,11685
 LVDK-80 ,2016-07-30,11822
LVDK-8000,2016-08-10,8952
LVDK-80,2016-09-25,15859
LVDK-80,2016-10-13,13095
  LVDK-80  ,2016-11-08,12848
LVDK-80,2016-12-15,13072
LVDK-80,2017-01-06,12944
LVDK-80,2017-02-10,12659
LVDK-80,2017-03-19,12509
LVDK-80,2017-04-13,14799
  LVDK-80  ,2017-05-21,12561
LVDK-80,2017-06-10,9339
LVDK-80,2017-07-23,12825
LVDK-80,2017-08-10,11710
LVDK-80,2017-09-24,11020
 LVDK-80 ,2017-10-24,11855
LVDK-80,2017-11-18,9670
LVDK-80,2017-12-29,16974
LVDK-80,2018-01-30,13974
LVDK-80,2018-02-09,12063
LVDK-80,2018-03-04,18149
LVDK-80,2018-04-17,10240
LVDK-80,2018-05-27,13121
LVDK-80,2018-06-13,12313
LVDK-80,2018-07-12,15248
LVDK-80,2018-08-22,11079
  LVDK-80  ,2018-09-08,17270
LVDK-80,2018-10-07,13863
LVDK-80,2018-11-26,11499
  LVDK-80  ,2018-12-21,12212
LVDK-80,2019-01-18,12461
LVDK-80,2019-02-23,12320
LVDK-80,2019-03-22,12264
 LVDK-80 ,2019-04-15,12619
 LVDK-80 ,2019-05-19,11171
LVDK-80,2019-06-27,13507
LVDK-80,2019-07-12,12764
  LVDK-80  ,2019-08-06,12270
LVDK-80,2019-09-04,14716
LVDK-80,2019-10-03,14541
LVDK-80,2019-11-19,13294
LVDK-8000,2019-12-02,16757
 LWIJ-39 ,2010-01-26,2739
LWIJ-39,2010-02-13,2527
LWIJ-39,2010-03-13,1611
LWIJ-39,2010-04-09,2899
LWIJ-39,2010-05-30,2333
 LWIJ-39 ,2010-06-04,2846
LWIJ-39,2010-07-21,2076
LWIJ-39,2010-08-02,2111
  LWIJ-39  ,2010-09-05,2854
LWIJ-39,2010-10-15,2933
LWIJ-3900,2010-11-13,2898
LWIJ-3900,2010-12-26,2840
LWIJ-39,2011-01-17,2846
LWIJ-39,2011-02-13,3464
LWIJ-39,2011-03-04,3454
LWIJ-39,2011-04-09,3401
LWIJ-39,2011-05-11,2765
LWIJ-3900,2011-06-20,1953
 LWIJ-39 ,2011-07-14,3291
LWIJ-39,2011-08-09,3476
  LWIJ-39  ,2011-09-17,2225
LWIJ-39,2011-10-24,3479
LWIJ-39,2011-11-12,2877
LWIJ-39,2011-12-13,3074
LWIJ-39,2012-01-19,1835
LWIJ-39,2012-02-12,1946
LWIJ-3900,2012-03-04,3258
LWIJ-39,2012-04-03,2646
LWIJ-39,2012-05-30,2247
LWIJ-39,2012-06-14,2259
LWIJ-39,2012-07-09,2636
LWIJ-39,2012-08-03,NA
LWIJ-39,2012-09-21,2589
LWIJ-39,2012-10-18,2180
  LWIJ-39  ,2012-11-08,2352
LWIJ-39,2012-12-23,3101
LWIJ-3900,2013-01-29,3524
LWIJ-39,2013-02-14,3241
LWIJ-39,2013-03-20,2996
LWIJ-39,2013-04-14,3185
LWIJ-39,2013-05-26,3118
LWIJ-39,2013-06-03,3501
LWIJ-39,2013-07-19,3139
LWIJ-3900,2013-08-28,2518
LWIJ-39,2013-09-08,2763
LWIJ-39,2013-10-18,3458
LWIJ-39,2013-11-19,3057
LWIJ-39,2013-12-10,2826
LWIJ-39,2014-01-27,2572
LWIJ-39,2014-02-23,3559
LWIJ-39,2014-03-21,2466
LWIJ-39,2014-04-24,3577
LWIJ-39,2014-05-14,2725
LWIJ-39,2014-06-21,3132
LWIJ-39,2014-07-27,3767
LWIJ-39,2014-08-10,3561
LWIJ-39,2014-09-03,3710
LWIJ-39,2014-10-17,3822
LWIJ-39,2014-11-02,3916
LWIJ-39,2014-12-12,2719
LWIJ-39,2015-01-24,3666
LWIJ-39,2015-02-09,3270
LWIJ-39,2015-03-26,3479
  LWIJ-39  ,2015-04-17,2616
LWIJ-39,2015-05-02,3826
LWIJ-39,2015-06-09,2998
LWIJ-39,2015-07-23,3831
LWIJ-39,2015-08-15,2781
LWIJ-39,2015-09-18,2826
LWIJ-39,2015-10-02,3696
LWIJ-3900,2015-11-03,2612
LWIJ-39,2015-12-26,3011
LWIJ-39,2016-01-05,2310
LWIJ-39,2016-02-27,2040
LWIJ-39,2016-03-14,2384
 LWIJ-39 ,2016-04-02,2686
LWIJ-39,2016-05-02,3001
LWIJ-39,2016-06-03,2976
LWIJ-39,2016-07-22,2232
LWIJ-39,2016-08-14,2327
LWIJ-39,2016-09-07,2990
LWIJ-39,2016-10-11,3446
LWIJ-39,2016-11-07,NA
 LWIJ-39 ,2016-12-09,2597
  LWIJ-39  ,2017-01-19,3264
  LWIJ-39  ,2017-02-09,2770
LWIJ-39,2017-03-03,2875
LWIJ-39,2017-04-07,2507
LWIJ-39,2017-05-08,2197
LWIJ-39,2017-06-09,3482
LWIJ-39,2017-07-08,2531
LWIJ-39,2017-08-02,2542
LWIJ-39,2017-09-14,3398
  LWIJ-39  ,2017-10-12,3836
LWIJ-39,2017-11-13,2636
LWIJ-39,2017-12-20,2280
LWIJ-39,2018-01-09,3730
LWIJ-39,2018-02-11,2006
LWIJ-39,2018-03-02,3128
LWIJ-39,2018-04-02,2732
LWIJ-39,2018-05-27,3261
LWIJ-39,2018-06-09,2569
LWIJ-39,2018-07-27,2627
LWIJ-39,2018-08-11,2493
LWIJ-39,2018-09-09,2411
LWIJ-39,2018-10-16,3218
LWIJ-39,2018-11-20,1976
LWIJ-39,2018-12-07,2719
LWIJ-3900,2019-01-10,2495
LWIJ-39,2019-02-22,2174
LWIJ-39,2019-03-19,2070
LWIJ-39,2019-04-24,2576
LWIJ-39,2019-05-23,3068
LWIJ-39,2019-06-12,2117
LWIJ-39,2019-07-18,2319
LWIJ-39,2019-08-01,2622
LWIJ-3900,2019-09-28,2102
LWIJ-3900,2019-10-17,2257
LWIJ-39,2019-11-29,1977
LWIJ-39,2019-12-17,2374
LXWV-64,2010-01-02,15793
LXWV-64,2010-02-17,14617
LXWV-64,2010-03-13,16766
LXWV-64,2010-04-02,12804
LXWV-64,2010-05-21,14129
LXWV-64,2010-06-07,15570
LXWV-64,2010-07-03,14513
LXWV-64,2010-08-24,9047
LXWV-64,2010-09-23,16407
LXWV-64,2010-10-01,17643
LXWV-64,2010-11-09,11773
LXWV-64,2010-12-11,16515
LXWV-64,2011-01-04,11164
LXWV-64,2011-02-13,10164
LXWV-64,2011-03-16,13666
LXWV-64,2011-04-17,11874
LXWV-6400,2011-05-07,NA
  LXWV-64  ,2011-06-24,13624
LXWV-64,2011-07-06,12285
LXWV-64,2011-08-18,11962
LXWV-64,2011-09-28,12112
LXWV-64,2011-10-02,12013
LXWV-64,2011-11-24,11588
LXWV-64,2011-12-07,11800
LXWV-64,2012-01-27,11491
LXWV-64,2012-02-26,11542
LXWV-64,2012-03-15,NA
LXWV-64,2012-04-09,11206
LXWV-64,2012-05-11,9765
LXWV-64,2012-06-08,11615
LXWV-64,2012-07-25,9584
  LXWV-64  ,2012-08-08,13875
LXWV-64,2012-09-13,11865
LXWV-64,2012-10-28,10693
LXWV-64,2012-11-26,11404
LXWV-64,2012-12-03,12882
LXWV-64,2013-01-06,13234
LXWV-64,2013-02-17,8997
LXWV-64,2013-03-15,17075
LXWV-64,2013-04-23,12382
LXWV-64,2013-05-16,9887
 LXWV-64 ,2013-06-14,10362
LXWV-64,2013-07-21,11197
LXWV-6400,2013-08-26,18120
LXWV-64,2013-09-13,11451
LXWV-64,2013-10-24,11834
LXWV-64,2013-11-25,10082
LXWV-64,2013-12-26,13332
LXWV-64,2014-01-22,12850
LXWV-64,2014-02-27,16124
LXWV-64,2014-03-12,14025
LXWV-64,2014-04-27,10735
 LXWV-64 ,2014-05-04,12855
LXWV-64,2014-06-20,15117
LXWV-64,2014-07-12,15747
LXWV-64,2014-08-03,11568
LXWV-64,2014-09-07,13390
LXWV-64,2014-10-24,11202
  LXWV-64  ,2014-11-24,11772
LXWV-64,2014-12-13,10207
LXWV-64,2015-01-26,10085
LXWV-64,2015-02-08,NA
LXWV-64,2015-03-22,12656
  LXWV-64  ,2015-04-13,9649
LXWV-64,2015-05-24,11830
LXWV-64,2015-06-24,11301
LXWV-64,2015-07-26,12723
LXWV-64,2015-08-12,16365
LXWV-64,2015-09-24,12087
  LXWV-64  ,2015-10-09,NA
LXWV-64,2015-11-18,9545
LXWV-64,2015-12-02,11086
LXWV-6400,2016-01-05,12389
LXWV-64,2016-02-23,9736
LXWV-64,2016-03-25,10818
LXWV-64,2016-04-16,11587
LXWV-64,2016-05-01,12862
LXWV-64,2016-06-19,12750
LXWV-64,2016-07-11,NA
LXWV-64,2016-08-06,10826
LXWV-64,2016-09-01,12060
LXWV-64,2016-10-12,10112
 LXWV-64 ,2016-11-11,10713
LXWV-64,2016-12-06,11233
LXWV-64,2017-01-07,7488
LXWV-64,2017-02-12,11525
LXWV-64,2017-03-11,11167
 LXWV-64 ,2017-04-22,10203
LXWV-64,2017-05-15,14402
LXWV-64,2017-06-16,8742
LXWV-64,2017-07-22,14820
LXWV-64,2017-08-14,9998
LXWV-64,2017-09-10,9858
LXWV-64,2017-10-20,9546
LXWV-6400,2017-11-06,11416
LXWV-64,2017-12-05,11049
LXWV-64,2018-01-24,12194
LXWV-64,2018-02-09,13231
  LXWV-64  ,2018-03-17,12721
LXWV-64,2018-04-07,11037
LXWV-64,2018-05-27,11198
LXWV-64,2018-06-21,11225
LXWV-64,2018-07-13,7324
LXWV-64,2018-08-07,9517
LXWV-64,2018-09-26,10173
LXWV-64,2018-10-15,12521
LXWV-64,2018-11-27,11129
LXWV-6400,2018-12-23,NA
LXWV-64,2019-01-28,10986
LXWV-64,2019-02-18,7938
LXWV-64,2019-03-01,8782
LXWV-64,2019-04-20,7757
  LXWV-64  ,2019-05-01,11898
LXWV-64,2019-06-24,11082
LXWV-64,2019-07-09,8759
LXWV-64,2019-08-07,9367
LXWV-64,2019-09-29,10322
LXWV-64,2019-10-26,8654
LXWV-64,2019-11-11,8349
LXWV-64,2019-12-13,12254
LYEF-67,2010-01-04,15305
LYEF-67,2010-02-02,16497
LYEF-67,2010-03-03,17967
LYEF-67,2010-04-10,14094
LYEF-67,2010-05-08,14607
LYEF-67,2010-06-09,12312
LYEF-67,2010-07-17,15861
LYEF-67,2010-08-08,15522
LYEF-67,2010-09-27,17094
LYEF-67,2010-10-13,22067
LYEF-67,2010-11-12,13749
 LYEF-67 ,2010-12-09,13058
LYEF-67,2011-01-30,18459
LYEF-67,2011-02-13,15017
 LYEF-67 ,2011-03-01,14279
LYEF-67,2011-04-11,12045
LYEF-67,2011-05-04,NA
LYEF-67,2011-06-21,14675
LYEF-67,2011-07-08,12450
LYEF-67,2011-08-04,13082
LYEF-67,2011-09-05,14564
LYEF-67,2011-10-04,14139
LYEF-67,2011-11-19,17328
LYEF-67,2011-12-09,13698
LYEF-67,2012-01-20,17844
LYEF-67,2012-02-06,12308
LYEF-67,2012-03-03,11652
LYEF-67,2012-04-16,9901
LYEF-67,2012-05-25,15042
LYEF-67,2012-06-29,15573
LYEF-67,2012-07-17,14830
 LYEF-67 ,2012-08-14,17688
LYEF-67,2012-09-20,NA
LYEF-67,2012-10-03,13904
LYEF-67,2012-11-28,17435
  LYEF-67  ,2012-12-24,10755
LYEF-67,2013-01-06,12644
  LYEF-6700  ,2013-02-10,12749
LYEF-67,2013-03-21,12797
LYEF-67,2013-04-08,NA
LYEF-67,2013-05-02,18791
 LYEF-67 ,2013-06-15,13144
LYEF-67,2013-07-22,13308
LYEF-67,2013-08-17,15730
LYEF-67,2013-09-19,14540
LYEF-67,2013-10-04,11008
LYEF-67,2013-11-19,14537
LYEF-67,2013-12-08,13927
LYEF-67,2014-01-13,18395
 LYEF-67 ,2014-02-15,19337
LYEF-6700,2014-03-25,18057
LYNF-64,2010-01-03,2652
LYNF-64,2010-02-08,2135
LYNF-64,2010-03-12,2225
LYNF-64,2010-04-21,2422
LYNF-64,2010-05-08,2224
LYNF-64,2010-06-17,2015
LYNF-64,2010-07-17,2295
LYNF-64,2010-08-18,2888
LYNF-64,2010-09-23,2303
LYNF-64,2010-10-02,2901
LYNF-64,2010-11-27,2060
LYNF-64,2010-12-27,2080
LYNF-64,2011-01-08,2455
LYNF-64,2011-02-04,NA
LYNF-64,2011-03-13,2488
LYNF-64,2011-04-01,2135
LYNF-64,2011-05-22,2664
LYNF-64,2011-06-17,2451
LYNF-64,2011-07-02,2912
LYNF-64,2011-08-15,2443
LYNF-64,2011-09-05,2306
LYNF-64,2011-10-21,3282
LYNF-64,2011-11-22,2833
LYNF-64,2011-12-27,2304
LYNF-64,2012-01-12,2633
LYNF-64,2012-02-05,2590
LYNF-64,2012-03-06,2274
LYNF-64,2012-04-25,2394
LYNF-64,2012-05-17,2191
LYNF-64,2012-06-09,1743
LYNF-64,2012-07-27,2289
LYNF-64,2012-08-13,2162
LYNF-64,2012-09-16,2312
LYNF-64,2012-10-03,1940
LYNF-64,2012-11-29,2492
LYNF-64,2012-12-17,2353
LYNF-64,2013-01-21,2227
LYNF-64,2013-02-17,2682
LYNF-64,2013-03-04,3251
LYNF-64,2013-04-21,1919
 LYNF-64 ,2013-05-28,2855
LYNF-64,2013-06-12,2270
LYNF-64,2013-07-23,2147
LYNF-64,2013-08-28,2593
  LYNF-64  ,2013-09-15,2381
LYNF-64,2013-10-29,3021
LYNF-64,2013-11-10,2108
LYNF-64,2013-12-18,2338
LYNF-64,2014-01-19,3357
LYNF-64,2014-02-14,2443
LYNF-64,2014-03-23,2419
LYNF-64,2014-04-18,2335
LYNF-64,2014-05-21,2659
  LYNF-64  ,2014-06-18,3079
LYNF-64,2014-07-22,2830
LYNF-64,2014-08-11,2444
LYNF-64,2014-09-11,3343
LYNF-64,2014-10-09,2675
LYNF-64,2014-11-18,2209
LYNF-64,2014-12-03,3219
LYNF-64,2015-01-10,NA
LYNF-64,2015-02-21,3397
LYNF-64,2015-03-04,3092
 LYNF-64 ,2015-04-20,2560
LYNF-64,2015-05-02,1908
  LYNF-64  ,2015-06-24,2293
  LYNF-64  ,2015-07-14,2343
LYNF-64,2015-08-05,2450
LYNF-64,2015-09-01,2311
LYNF-64,2015-10-26,3134
LYNF-64,2015-11-20,2925
LYNF-64,2015-12-23,3361
LYNF-64,2016-01-06,2746
LYNF-64,2016-02-04,3480
LYNF-6400,2016-03-25,4191
LYNF-64,2016-04-04,NA
LYNF-64,2016-05-22,2468
LYNF-64,2016-06-08,NA
LYNF-64,2016-07-23,2977
LYNF-64,2016-08-25,2412
LYNF-64,2016-09-25,3485
LYNF-64,2016-10-27,2641
LYNF-64,2016-11-18,3307
LYNF-64,2016-12-20,2437
LYNF-64,2017-01-13,3192
LYNF-6400,2017-02-09,2015
LYNF-64,2017-03-02,2649
LYNF-64,2017-04-26,2572
LYNF-64,2017-05-12,2650
LYNF-64,2017-06-29,2489
LYNF-64,2017-07-11,2719
LYNF-64,2017-08-29,1855
LYNF-64,2017-09-22,1996
LYNF-64,2017-10-03,2698
LYNF-64,2017-11-02,2313
LYNF-64,2017-12-13,NA
LYNF-64,2018-01-10,2053
LYNF-64,2018-02-25,2092
LYNF-64,2018-03-22,2690
LYNF-64,2018-04-02,NA
LYNF-64,2018-05-20,2549
LYNF-64,2018-06-23,2540
LYNF-64,2018-07-22,3054
LYNF-64,2018-08-02,1940
 LYNF-64 ,2018-09-17,2562
LYNF-64,2018-10-02,2997
LYNF-64,2018-11-04,3605
LYNF-64,2018-12-20,3592
LYNF-64,2019-01-27,2809
LYNF-64,2019-02-20,NA
LYNF-64,2019-03-23,2716
LYNF-64,2019-04-07,2797
LYNF-64,2019-05-04,2401
LYNF-6400,2019-06-02,2805
LYNF-64,2019-07-16,1804
LYNF-64,2019-08-16,2693
LYNF-64,2019-09-13,2547
LYNF-64,2019-10-14,2616
LYNF-6400,2019-11-28,2688
LYNF-64,2019-12-25,2697
LYUS-27,2010-01-10,14431
LYUS-27,2010-02-07,13038
LYUS-27,2010-03-08,17400
LYUS-27,2010-04-26,19606
LYUS-27,2010-05-25,11780
LYUS-27,2010-06-19,12571
LYUS-27,2010-07-26,19902
LYUS-27,2010-08-22,16547
LYUS-27,2010-09-17,12950
LYUS-27,2010-10-18,17368
LYUS-27,2010-11-23,12946
LYUS-27,2010-12-20,12475
LYUS-27,2011-01-05,13713
LYUS-27,2011-02-19,12733
LYUS-27,2011-03-21,10266
LYUS-27,2011-04-27,15581
LYUS-2700,2011-05-07,11755
LYUS-27,2011-06-18,14988
LYUS-27,2011-07-08,12154
LYUS-27,2011-08-03,14840
LYUS-27,2011-09-01,10541
LYUS-2700,2011-10-20,13887
LYUS-27,2011-11-29,15262
 LYUS-2700 ,2011-12-01,18229
 LYUS-27 ,2012-01-22,16293
LYUS-27,2012-02-12,15719
LYUS-27,2012-03-12,11740
LYUS-27,2012-04-16,11879
  LYUS-27  ,2012-05-21,14368
LYUS-27,2012-06-07,12668
LYUS-27,2012-07-25,12607
LYUS-27,2012-08-08,14895
LYUS-27,2012-09-07,14337
LYUS-27,2012-10-20,17826
LYUS-27,2012-11-14,13200
LYUS-27,2012-12-13,9398
LYUS-27,2013-01-15,12312
LYUS-27,2013-02-11,10434
LYUS-27,2013-03-27,17396
LYUS-27,2013-04-20,13563
  LYUS-27  ,2013-05-08,15174
LYUS-27,2013-06-28,15104
LYUS-27,2013-07-04,12245
  LYUS-27  ,2013-08-26,15318
  LYUS-27  ,2013-09-29,10297
LYUS-27,2013-10-13,18046
LYUS-27,2013-11-09,13102
LYUS-27,2013-12-01,13359
LYUS-27,2014-01-12,9717
LYUS-27,2014-02-17,15691
LYUS-27,2014-03-01,18182
LYUS-27,2014-04-03,17592
LYUS-27,2014-05-12,18347
LYUS-27,2014-06-26,15429
LYUS-27,2014-07-30,17439
LYUS-27,2014-08-02,17184
LYUS-27,2014-09-19,NA
LYUS-27,2014-10-03,14145
LYUS-27,2014-11-16,NA
LYUS-27,2014-12-26,18301
LYUS-27,2015-01-14,15497
LYUS-27,2015-02-14,14999
LYUS-27,2015-03-07,16756
LYUS-27,2015-04-17,15377
LYUS-27,2015-05-20,11915
LYUS-27,2015-06-08,13949
LYUS-27,2015-07-10,15795
LYUS-27,2015-08-14,18048
LYUS-27,2015-09-24,14241
LYUS-27,2015-10-05,12068
LYUS-27,2015-11-29,12244
LYUS-27,2015-12-24,18266
LYUS-27,2016-01-06,14563
  LYUS-27  ,2016-02-11,14034
LYUS-27,2016-03-05,11409
LYUS-27,2016-04-15,13310
LYUS-27,2016-05-03,16500
LYUS-27,2016-06-18,12709
 LYUS-27 ,2016-07-07,15231
LYUS-27,2016-08-07,12221
LYUS-27,2016-09-05,14817
LYUS-27,2016-10-27,13422
LYUS-27,2016-11-04,10988
  LYUS-27  ,2016-12-24,10819
LYUS-27,2017-01-19,13273
LYUS-27,2017-02-09,12840
LYUS-27,2017-03-20,10652
LYUS-27,2017-04-06,16076
LYUS-27,2017-05-22,14263
LYUS-27,2017-06-26,15521
LYUS-27,2017-07-06,13529
LYUS-27,2017-08-18,16550
LYUS-27,2017-09-17,15852
LYUS-27,2017-10-09,16297
LYUS-27,2017-11-04,11113
LYUS-27,2017-12-02,12870
  LYUS-27  ,2018-01-05,14747
LYUS-27,2018-02-01,9921
LYUS-27,2018-03-11,13710
LYUS-27,2018-04-07,15742
 LYUS-27 ,2018-05-15,10493
LYUS-27,2018-06-02,14635
LYUS-27,2018-07-22,10941
LYUS-27,2018-08-19,13088
LYUS-27,2018-09-11,9978
LYUS-27,2018-10-07,8897
LYUS-27,2018-11-05,8570
LYUS-27,2018-12-12,15298
LYUS-27,2019-01-11,12507
LYUS-27,2019-02-19,14997
